Temp,m27.0,m28.0,m44.0
189.9038,-134145.933217675,-915497.1319075499,-1706818.0135798703
190.5653,-134145.9332176749,-915497.1319075492,-1706818.0135798687
191.2235,-134145.93321767496,-915497.1319075499,-1706818.01357987
191.9041,-134145.93321767493,-915497.1319075495,-1706818.0135798694
192.46,-134145.933217675,-915497.1319075499,-1706818.0135798703
193.0445,-134145.9332176749,-915497.1319075492,-1706818.0135798687
193.7611,-134145.93321767508,-915497.1319075509,-1706818.0135798706
194.4817,-134145.93321767493,-915497.1319075495,-1706818.0135798694
195.1538,-134145.93321767508,-915497.1319075506,-1706818.0135798708
195.7753,-134145.93321767496,-915497.1319075498,-1706818.0135798699
196.417,-134145.93321767508,-915497.1319075506,-1706818.0135798708
197.0638,-134145.93321767496,-915497.1319075497,-1706818.0135798699
197.6513,-134145.93321767496,-915497.1319075498,-1706818.0135798699
198.3369,-134145.9332176749,-915497.1319075492,-1706818.0135798687
199.1706,-134145.933217675,-915497.1319075499,-1706818.0135798703
199.7659,-134145.9332176749,-915497.1319075489,-1706818.0135798685
